username,entryId,eventName,eventDate,selection,winnings
MasterJ12thMan,k6hy7vy,Farmers Insurance Open,2025-01-22,Sahith Theegala,22646.00
mp925,x0h7qno,Farmers Insurance Open,2025-01-22,Maverick McNealy,22646.00
MVVPP2024,qzhkmpj,Farmers Insurance Open,2025-01-22,Ludvig Aberg,33945.00
MWalker9,53h0555,Farmers Insurance Open,2025-01-22,Max Greyserman,25482.00
newcastle21,78hzx7g,Farmers Insurance Open,2025-01-22,Jason Day,52080.00
Nikopmelis,78hg6oy,Farmers Insurance Open,2025-01-22,Hideki Matsuyama,52080.00
NinnaNation,gkh936n,Farmers Insurance Open,2025-01-22,Kurt Kitayama,0.00
one007,zphyqd8,Farmers Insurance Open,2025-01-22,Stephan Jaeger,0.00
OrangeBirds8,m3hgno7,Farmers Insurance Open,2025-01-22,Jason Day,52080.00
pangomango,0dh9xrv,Farmers Insurance Open,2025-01-22,Max Greyserman,25482.00
pbyrne11,jjhmnzj,Farmers Insurance Open,2025-01-22,Taylor Pendrith,302250.00
Pjh5165,36h6038,Farmers Insurance Open,2025-01-22,Sahith Theegala,22646.00
Rjsut727,qzhy7mq,Farmers Insurance Open,2025-01-22,Ludvig Aberg,33945.00
rnadams480,43hxwkx,Farmers Insurance Open,2025-01-22,Max Homa,0.00
Sandell,0dh4yxe,Farmers Insurance Open,2025-01-22,Max Greyserman,25482.00
Skibasher,jjhk5xo,Farmers Insurance Open,2025-01-22,Max Homa,0.00
strokes3410,43hq9ex,Farmers Insurance Open,2025-01-22,Jason Day,52080.00
Sullivanchris01,0dh9x7r,Farmers Insurance Open,2025-01-22,Jason Day,52080.00
thorrr,k6hy553,Farmers Insurance Open,2025-01-22,Keegan Bradley,132732.00
tice0101,gkhw4xy,Farmers Insurance Open,2025-01-22,Ludvig Aberg,33945.00
Tiger4040,qzhkdgm,Farmers Insurance Open,2025-01-22,Jason Day,52080.00
vegatime99,wrh834r,Farmers Insurance Open,2025-01-22,Jason Day,52080.00
Walshy0104,53h86q4,Farmers Insurance Open,2025-01-22,Hideki Matsuyama,52080.00
zjb23,x0h77jq,Farmers Insurance Open,2025-01-22,Maverick McNealy,22646.00
9thGreenAtNine,ykh55y6,AT&T Pebble Beach Pro-Am,2025-01-30,Ludvig Aberg,0.00
AKsREVENGE,53h8379,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
AndinoSmiles,ykh50k3,AT&T Pebble Beach Pro-Am,2025-01-30,Collin Morikawa,272000.00
BigBoKnows,vnhodz8,AT&T Pebble Beach Pro-Am,2025-01-30,Justin Rose,1160000.00
BigCat97,ooh8wv8,AT&T Pebble Beach Pro-Am,2025-01-30,Collin Morikawa,272000.00
Caleb2023,43hxj44,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
Cdimming,53h00jr,AT&T Pebble Beach Pro-Am,2025-01-30,Justin Thomas,48600.00
Dreamweaver816,43hx430,AT&T Pebble Beach Pro-Am,2025-01-30,Ludvig Aberg,0.00
Enicola0922,qzhk4d9,AT&T Pebble Beach Pro-Am,2025-01-30,Ludvig Aberg,0.00
GlizzyAtTheTurn,78hzo75,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
golfprotriplets,p8hdx4o,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
halliam1114,64h9ovg,AT&T Pebble Beach Pro-Am,2025-01-30,Sungjae Im,99000.00
JermRussLFG,k6hdm7n,AT&T Pebble Beach Pro-Am,2025-01-30,Justin Thomas,48600.00
JLUDEOBV,k6hd3vg,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
joempike,0dh97eo,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
jonescurtisw,oohnzzy,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
jtsalvetti,78hg7gx,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
Kbhoff,k6hdexv,AT&T Pebble Beach Pro-Am,2025-01-30,Sahith Theegala,43000.00
kbreardonPGA,zphy5wn,AT&T Pebble Beach Pro-Am,2025-01-30,Jason Day,368500.00
Koronin,p8hdnq8,AT&T Pebble Beach Pro-Am,2025-01-30,Ludvig Aberg,0.00
kotsko,vnh3m0z,AT&T Pebble Beach Pro-Am,2025-01-30,Tom Hoge,272000.00
Kuzoben,nehv68n,AT&T Pebble Beach Pro-Am,2025-01-30,Collin Morikawa,272000.00
kylemendel,p8hde67,AT&T Pebble Beach Pro-Am,2025-01-30,Justin Thomas,48600.00
linkcalhoun,r8hryjj,AT&T Pebble Beach Pro-Am,2025-01-30,Ludvig Aberg,0.00
MasterJ12thMan,k6hy7vy,AT&T Pebble Beach Pro-Am,2025-01-30,Jason Day,368500.00
mp925,x0h7qno,AT&T Pebble Beach Pro-Am,2025-01-30,Jason Day,368500.00
MVVPP2024,qzhkmpj,AT&T Pebble Beach Pro-Am,2025-01-30,Jason Day,368500.00
MWalker9,53h0555,AT&T Pebble Beach Pro-Am,2025-01-30,Justin Thomas,48600.00
newcastle21,78hzx7g,AT&T Pebble Beach Pro-Am,2025-01-30,Justin Thomas,48600.00
Nikopmelis,78hg6oy,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
NinnaNation,gkh936n,AT&T Pebble Beach Pro-Am,2025-01-30,Ludvig Aberg,0.00
one007,zphyqd8,AT&T Pebble Beach Pro-Am,2025-01-30,Justin Thomas,48600.00
OrangeBirds8,m3hgno7,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
pangomango,0dh9xrv,AT&T Pebble Beach Pro-Am,2025-01-30,Hideki Matsuyama,48600.00
pbyrne11,jjhmnzj,AT&T Pebble Beach Pro-Am,2025-01-30,Justin Thomas,48600.00
picksixer360,p8h94mo,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
Pjh5165,36h6038,AT&T Pebble Beach Pro-Am,2025-01-30,Hideki Matsuyama,48600.00
Rjsut727,qzhy7mq,AT&T Pebble Beach Pro-Am,2025-01-30,Justin Thomas,48600.00
rnadams480,43hxwkx,AT&T Pebble Beach Pro-Am,2025-01-30,Justin Thomas,48600.00
Sandell,0dh4yxe,AT&T Pebble Beach Pro-Am,2025-01-30,Collin Morikawa,272000.00
Skibasher,jjhk5xo,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
strokes3410,43hq9ex,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
Sullivanchris01,0dh9x7r,AT&T Pebble Beach Pro-Am,2025-01-30,Ludvig Aberg,0.00
thorrr,k6hy553,AT&T Pebble Beach Pro-Am,2025-01-30,Jason Day,368500.00
tice0101,gkhw4xy,AT&T Pebble Beach Pro-Am,2025-01-30,Robert MacIntyre,66375.00
Tiger4040,qzhkdgm,AT&T Pebble Beach Pro-Am,2025-01-30,Hideki Matsuyama,48600.00
vegatime99,wrh834r,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
Walshy0104,53h86q4,AT&T Pebble Beach Pro-Am,2025-01-30,Patrick Cantlay,99000.00
zjb23,x0h77jq,AT&T Pebble Beach Pro-Am,2025-01-30,Hideki Matsuyama,48600.00
9thGreenAtNine,ykh55y6,WM Phoenix Open,2025-02-06,Sahith Theegala,20792.00
AKsREVENGE,53h8379,WM Phoenix Open,2025-02-06,Sam Burns,22586.00
AndinoSmiles,ykh50k3,WM Phoenix Open,2025-02-06,Sahith Theegala,20792.00
BigBoKnows,vnhodz8,WM Phoenix Open,2025-02-06,Andrew Novak,0.00
BigCat97,ooh8wv8,WM Phoenix Open,2025-02-06,Tom Kim,29054.00
Caleb2023,43hxj44,WM Phoenix Open,2025-02-06,Tom Kim,29054.00
Cdimming,53h00jr,WM Phoenix Open,2025-02-06,Tom Kim,29054.00
Dreamweaver816,43hx430,WM Phoenix Open,2025-02-06,Hideki Matsuyama,69197.00
Enicola0922,qzhk4d9,WM Phoenix Open,2025-02-06,Maverick McNealy,250700.00
GlizzyAtTheTurn,78hzo75,WM Phoenix Open,2025-02-06,Cameron Young,195500.00
golfprotriplets,p8hdx4o,WM Phoenix Open,2025-02-06,Sahith Theegala,20792.00
halliam1114,64h9ovg,WM Phoenix Open,2025-02-06,Corey Conners,18032.00
JermRussLFG,k6hdm7n,WM Phoenix Open,2025-02-06,Billy Horschel,0.00
JLUDEOBV,k6hd3vg,WM Phoenix Open,2025-02-06,Sungjae Im,20792.00
joempike,0dh97eo,WM Phoenix Open,2025-02-06,Hideki Matsuyama,69197.00
jonescurtisw,oohnzzy,WM Phoenix Open,2025-02-06,Hideki Matsuyama,69197.00
jtsalvetti,78hg7gx,WM Phoenix Open,2025-02-06,Sam Burns,22586.00
Kbhoff,k6hdexv,WM Phoenix Open,2025-02-06,Scottie Scheffler,69197.00
kbreardonPGA,zphy5wn,WM Phoenix Open,2025-02-06,Si Woo Kim,100280.00
Koronin,p8hdnq8,WM Phoenix Open,2025-02-06,Sam Burns,22586.00
kotsko,vnh3m0z,WM Phoenix Open,2025-02-06,Min Woo Lee,195500.00
Kuzoben,nehv68n,WM Phoenix Open,2025-02-06,Billy Horschel,0.00
kylemendel,p8hde67,WM Phoenix Open,2025-02-06,Andrew Novak,0.00
linkcalhoun,r8hryjj,WM Phoenix Open,2025-02-06,Maverick McNealy,250700.00
MasterJ12thMan,k6hy7vy,WM Phoenix Open,2025-02-06,Sam Burns,22586.00
mp925,x0h7qno,WM Phoenix Open,2025-02-06,Tom Kim,29054.00
MVVPP2024,qzhkmpj,WM Phoenix Open,2025-02-06,Hideki Matsuyama,69197.00
MWalker9,53h0555,WM Phoenix Open,2025-02-06,Tom Kim,29054.00
newcastle21,78hzx7g,WM Phoenix Open,2025-02-06,Billy Horschel,0.00
Nikopmelis,78hg6oy,WM Phoenix Open,2025-02-06,Sahith Theegala,20792.00
NinnaNation,gkh936n,WM Phoenix Open,2025-02-06,Scottie Scheffler,69197.00
one007,zphyqd8,WM Phoenix Open,2025-02-06,Hideki Matsuyama,69197.00
OrangeBirds8,m3hgno7,WM Phoenix Open,2025-02-06,Andrew Novak,0.00
pangomango,0dh9xrv,WM Phoenix Open,2025-02-06,Sam Burns,22586.00
pbyrne11,jjhmnzj,WM Phoenix Open,2025-02-06,Tom Kim,29054.00
picksixer360,p8h94mo,WM Phoenix Open,2025-02-06,Andrew Novak,0.00
Pjh5165,36h6038,WM Phoenix Open,2025-02-06,Justin Thomas,310500.00
Rjsut727,qzhy7mq,WM Phoenix Open,2025-02-06,Akshay Bhatia,53705.00
rnadams480,43hxwkx,WM Phoenix Open,2025-02-06,Billy Horschel,0.00
Sandell,0dh4yxe,WM Phoenix Open,2025-02-06,Tom Kim,29054.00
Skibasher,jjhk5xo,WM Phoenix Open,2025-02-06,Billy Horschel,0.00
strokes3410,43hq9ex,WM Phoenix Open,2025-02-06,Nick Taylor,69197.00
Sullivanchris01,0dh9x7r,WM Phoenix Open,2025-02-06,Sahith Theegala,20792.00
thorrr,k6hy553,WM Phoenix Open,2025-02-06,Hideki Matsuyama,69197.00
tice0101,gkhw4xy,WM Phoenix Open,2025-02-06,Sahith Theegala,20792.00
Tiger4040,qzhkdgm,WM Phoenix Open,2025-02-06,Nick Taylor,69197.00
vegatime99,wrh834r,WM Phoenix Open,2025-02-06,Sam Burns,22586.00
Walshy0104,53h86q4,WM Phoenix Open,2025-02-06,Sahith Theegala,20792.00
zjb23,x0h77jq,WM Phoenix Open,2025-02-06,Sam Burns,22586.00
9thGreenAtNine,ykh55y6,The Genesis Invitational,2025-02-13,Scottie Scheffler,1200000.00
AKsREVENGE,53h8379,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
AndinoSmiles,ykh50k3,The Genesis Invitational,2025-02-13,Scottie Scheffler,1200000.00
BigBoKnows,vnhodz8,The Genesis Invitational,2025-02-13,Cameron Davis,0.00
BigCat97,ooh8wv8,The Genesis Invitational,2025-02-13,Wyndham Clark,126000.00
Caleb2023,43hxj44,The Genesis Invitational,2025-02-13,Sungjae Im,0.00
Cdimming,53h00jr,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
Dreamweaver816,43hx430,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
Enicola0922,qzhk4d9,The Genesis Invitational,2025-02-13,Collin Morikawa,270714.00
GlizzyAtTheTurn,78hzo75,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
golfprotriplets,p8hdx4o,The Genesis Invitational,2025-02-13,Taylor Pendrith,51500.00
halliam1114,64h9ovg,The Genesis Invitational,2025-02-13,Tony Finau,736500.00
JermRussLFG,k6hdm7n,The Genesis Invitational,2025-02-13,Ludvig Aberg,4000000.00
JLUDEOBV,k6hd3vg,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
joempike,0dh97eo,The Genesis Invitational,2025-02-13,Ludvig Aberg,4000000.00
jonescurtisw,oohnzzy,The Genesis Invitational,2025-02-13,Sungjae Im,0.00
jtsalvetti,78hg7gx,The Genesis Invitational,2025-02-13,Collin Morikawa,270714.00
Kbhoff,k6hdexv,The Genesis Invitational,2025-02-13,Tommy Fleetwood,736500.00
kbreardonPGA,zphy5wn,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
Koronin,p8hdnq8,The Genesis Invitational,2025-02-13,Hideki Matsuyama,384250.00
kotsko,vnh3m0z,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
Kuzoben,nehv68n,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
kylemendel,p8hde67,The Genesis Invitational,2025-02-13,Ludvig Aberg,4000000.00
linkcalhoun,r8hryjj,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
MasterJ12thMan,k6hy7vy,The Genesis Invitational,2025-02-13,Patrick Cantlay,736500.00
mp925,x0h7qno,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
MVVPP2024,qzhkmpj,The Genesis Invitational,2025-02-13,Sungjae Im,0.00
MWalker9,53h0555,The Genesis Invitational,2025-02-13,Collin Morikawa,270714.00
newcastle21,78hzx7g,The Genesis Invitational,2025-02-13,Viktor Hovland,0.00
Nikopmelis,78hg6oy,The Genesis Invitational,2025-02-13,Ludvig Aberg,4000000.00
NinnaNation,gkh936n,The Genesis Invitational,2025-02-13,Viktor Hovland,0.00
one007,zphyqd8,The Genesis Invitational,2025-02-13,Sungjae Im,0.00
OrangeBirds8,m3hgno7,The Genesis Invitational,2025-02-13,Will Zalatoris,164857.00
pangomango,0dh9xrv,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
pbyrne11,jjhmnzj,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
picksixer360,p8h94mo,The Genesis Invitational,2025-02-13,Ludvig Aberg,4000000.00
Pjh5165,36h6038,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
Rjsut727,qzhy7mq,The Genesis Invitational,2025-02-13,Scottie Scheffler,1200000.00
rnadams480,43hxwkx,The Genesis Invitational,2025-02-13,Ludvig Aberg,4000000.00
Sandell,0dh4yxe,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
Skibasher,jjhk5xo,The Genesis Invitational,2025-02-13,Will Zalatoris,164857.00
strokes3410,43hq9ex,The Genesis Invitational,2025-02-13,Sepp Straka,0.00
Sullivanchris01,0dh9x7r,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
thorrr,k6hy553,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
tice0101,gkhw4xy,The Genesis Invitational,2025-02-13,Wyndham Clark,126000.00
Tiger4040,qzhkdgm,The Genesis Invitational,2025-02-13,Collin Morikawa,270714.00
vegatime99,wrh834r,The Genesis Invitational,2025-02-13,Rory McIlroy,270714.00
Walshy0104,53h86q4,The Genesis Invitational,2025-02-13,Ludvig Aberg,4000000.00
zjb23,x0h77jq,The Genesis Invitational,2025-02-13,Collin Morikawa,270714.00
9thGreenAtNine,ykh55y6,Mexico Open at VidantaWorld,2025-02-20,Taylor Moore,35159.00
AKsREVENGE,53h8379,Mexico Open at VidantaWorld,2025-02-20,Michael Kim,137083.00
AndinoSmiles,ykh50k3,Mexico Open at VidantaWorld,2025-02-20,Aaron Rai,315000.00
BigBoKnows,vnhodz8,Mexico Open at VidantaWorld,2025-02-20,Justin Lower,0.00
BigCat97,ooh8wv8,Mexico Open at VidantaWorld,2025-02-20,Kurt Kitayama,0.00
Caleb2023,43hxj44,Mexico Open at VidantaWorld,2025-02-20,Stephan Jaeger,245000.00
Cdimming,53h00jr,Mexico Open at VidantaWorld,2025-02-20,Sam Stevens,0.00
Dreamweaver816,43hx430,Mexico Open at VidantaWorld,2025-02-20,Kurt Kitayama,0.00
Enicola0922,qzhk4d9,Mexico Open at VidantaWorld,2025-02-20,Stephan Jaeger,245000.00
GlizzyAtTheTurn,78hzo75,Mexico Open at VidantaWorld,2025-02-20,Kurt Kitayama,0.00
golfprotriplets,p8hdx4o,Mexico Open at VidantaWorld,2025-02-20,Akshay Bhatia,204750.00
halliam1114,64h9ovg,Mexico Open at VidantaWorld,2025-02-20,Thorbjorn Olesen,18573.00
JermRussLFG,k6hdm7n,Mexico Open at VidantaWorld,2025-02-20,Jake Knapp,59350.00
JLUDEOBV,k6hd3vg,Mexico Open at VidantaWorld,2025-02-20,Rasmus Hojgaard,35159.00
