course_num,course_name,status,n_player_events,r2,randomness,beta_ott,beta_app,beta_arg,beta_putt,beta_ott_shrunk,beta_app_shrunk,beta_arg_shrunk,beta_putt_shrunk,predictability,imp_ott,imp_app,imp_arg,imp_putt,primary_skill,predictability_pct,randomness_pct,r2_pct
897,Memorial Park Golf Course,ok,649,0.08996440803419781,0.9100355919658022,1.0789511911107028,0.7138237993557395,0.6602917584472924,0.6734275604904377,1.132644487504347,0.7785211718059322,0.6294373555908109,0.61312213748836,1.6312844295571252,0.3591449580335776,0.24685764744466657,0.1995853554688847,0.19441203905287122,OTT,0.4,0.7,0.31666666666666665
890,Tahoe Mt. Club (Old Greenwood),ok,471,0.17121344021953455,0.8287865597804654,1.6370783679772503,1.0329670685693293,0.3242762611747244,0.8102563959446127,1.3469916999844513,0.9058481679473446,0.5005975578537274,0.6553817883180582,1.8207335737522539,0.39514905760077695,0.2657366410631301,0.14685365412825793,0.19226064720783503,OTT,0.8666666666666667,0.06666666666666667,0.95
894,TPC Craig Ranch,ok,307,0.134246136368101,0.865753863631899,1.1740332816711248,0.5729844467045931,1.0225788778625726,0.4275912468677485,1.1756014063559062,0.759450548602738,0.7203767773465239,0.526314366080161,1.659744955010109,0.36948344665303123,0.23869009065758448,0.2264094727547616,0.16541698993462264,OTT,0.4666666666666667,0.31666666666666665,0.7
902,Congaree Golf Club,ok,223,0.16456683691566454,0.8354331630843355,1.3313647329814076,0.7186161170244332,-0.051961266022247626,0.977723916714562,1.2100262705941416,0.8065072592975263,0.4613274825961203,0.6543420565881591,1.6600012373628128,0.3863179506273582,0.25748881586258693,0.14728530443979793,0.20890792907025696,OTT,0.48333333333333334,0.08333333333333333,0.9333333333333333
978,Vidanta Vallarta,ok,538,0.07833764516886099,0.921662354831139,0.8282875908214523,0.9291984204615572,0.004946390806918159,0.3399525183642821,1.0363088663863187,0.8704890002789527,0.3633681130589793,0.4740313492842475,1.4793340636414194,0.3776364241126734,0.31721078913573164,0.13241325950501792,0.1727395272465771,OTT,0.08333333333333333,0.8,0.21666666666666667
977,The Renaissance Club,ok,507,0.11126513404188842,0.8887348659581116,1.3255387314319445,0.5389633061608621,0.22397944317039226,0.7537677291849179,1.234132116449081,0.7177199146048034,0.45683470138192905,0.6377350643910427,1.6289898444778526,0.405108746836879,0.2355943997487079,0.14995779699901263,0.20933905641540035,OTT,0.38333333333333336,0.5,0.5166666666666667
714,TPC Louisiana,ok,328,0.11631830437744783,0.8836816956225522,0.6729286909566514,0.8682211485136663,0.3111441372861343,0.5900666780519819,1.0298609485786654,0.841828075245925,0.5191317855041173,0.5717210645952034,1.5380672508385882,0.3476274741104692,0.2841573591433888,0.1752318811333873,0.1929832856127546,OTT,0.16666666666666666,0.43333333333333335,0.5833333333333334
921,TPC Craig Ranch,ok,465,0.15978912666646228,0.8402108733335377,1.473138431787727,1.13635775043923,0.6486410215473398,0.5806701666802915,1.285353288651578,0.9432505028609983,0.6206667605045892,0.570253848196581,1.803405463774917,0.37588656731656417,0.2758426004511148,0.18150675002225247,0.1667640822100687,OTT,0.85,0.11666666666666667,0.9
926,Silverado Resort (North Course),ok,442,0.1277638080908301,0.8722361919091699,0.9886888082848408,1.277491136654434,0.7553676010649228,0.4982273795419389,1.1094710085546318,0.9899006558503871,0.6581303193957231,0.5407214108050535,1.7135764904687454,0.3363844336224036,0.30013147607568297,0.19954085598691929,0.16394323431499422,OTT,0.55,0.36666666666666664,0.65
919,El Cardonal at Diamante,ok,367,0.07958010041428953,0.9204198995857105,0.2146800607142183,1.4532361097936994,0.4336109981045392,0.6703506869175349,0.8738218694473615,1.026686533384069,0.5506946129590045,0.5975819987669877,1.5741723855248808,0.28661314762274576,0.3367526829480655,0.18062756485929074,0.1960066045698981,APP,0.23333333333333334,0.7833333333333333,0.23333333333333334
928,PGA National Resort (The Champion Course),ok,278,0.06384081815467013,0.9361591818453299,0.7357118869792963,0.958296210060371,0.46620771764458346,0.1430169749460271,1.0626070908563983,0.8638329114672579,0.5687672750686331,0.4555827546357467,1.5512552942642261,0.3601093535367827,0.29274631610218566,0.19275084600910336,0.15439348435192835,OTT,0.2,0.9333333333333333,0.08333333333333333
931,Tahoe Mountain Club (Old Greenwood),ok,243,0.1401668459069808,0.8598331540930192,1.4232185832954825,0.9933658282185258,1.0053878116411636,0.5327313805513566,1.2337532647207623,0.8688335842972413,0.6978280107838879,0.5568678963914853,1.7533067906324913,0.3674856585864819,0.25879070885359684,0.20785500104111385,0.16586863151880737,OTT,0.7333333333333333,0.2833333333333333,0.7333333333333333
925,The Dunes Golf and Beach Club,ok,260,0.14391618051980393,0.8560838194801961,1.9814137973212231,0.373737730583134,0.3879643269905582,0.46772404737418577,1.373707666666482,0.7188465491665432,0.5513170773927711,0.5405356063958753,1.7320341729635653,0.4313857210991747,0.22573954014857428,0.17313022323192154,0.16974451552032954,OTT,0.6666666666666666,0.25,0.7666666666666667
930,Black Desert Resort,ok,249,0.13195020052176332,0.8680497994782367,1.5106861248781138,0.7092182245818811,0.4075338116590379,-0.5844435350124209,1.25559903189476,0.8020980649054426,0.5576752107930341,0.2915472356951827,1.617371839125027,0.4319345661952439,0.27592716377629023,0.19184404744899486,0.1002942225794709,OTT,0.35,0.3333333333333333,0.6833333333333333
